             ARC_NA              FROM_HAS_DN              HTML_SHORT_LINK_IMG_1              TO_DN_NONE              RATWARE_MS_HASH              RCPT_COUNT_ONE              RCVD_COUNT_THREE              MIME_HTML_ONLY              SUBJECT_ENDS_EXCLAIM              RCVD_NO_TLS_LAST              FROM_EQ_ENVFROM              MIME_TRACE              DATE_IN_PAST ;1
             ARC_NA              FAKE_REPLY              MV_CASE              MIME_GOOD              TO_DN_NONE              RCPT_COUNT_ONE              DMARC_DNSFAIL              FROM_NO_DN              RCVD_COUNT_ZERO              MIME_TRACE              R_DKIM_NA              DATE_IN_PAST              MID_RHS_NOT_FQDN              HFILTER_HOSTNAME_UNKNOWN              TO_DOM_EQ_FROM_DOM ;0
             ARC_NA              MV_CASE              MIME_GOOD              TO_DN_NONE              RCPT_COUNT_ONE              DMARC_DNSFAIL              FROM_NO_DN              RCVD_COUNT_ZERO              MIME_TRACE              R_DKIM_NA              DATE_IN_PAST              MID_RHS_NOT_FQDN              HFILTER_HOSTNAME_UNKNOWN              TO_DOM_EQ_FROM_DOM ;0
             ARC_NA              R_SPF_DNSFAIL              FROM_HAS_DN              MIME_GOOD              TO_DN_NONE              RATWARE_MS_HASH              RCPT_COUNT_ONE              RCVD_COUNT_THREE              DMARC_DNSFAIL              RCVD_NO_TLS_LAST              FROM_EQ_ENVFROM              R_DKIM_NA              MIME_TRACE              DATE_IN_PAST              HFILTER_HOSTNAME_UNKNOWN              RECEIVED_SPAMHAUS_FAIL ;1
             ARC_NA              MV_CASE              MIME_GOOD              TO_DN_NONE              RCPT_COUNT_ONE              DMARC_DNSFAIL              FROM_NO_DN              RCVD_COUNT_ZERO              MIME_TRACE              R_DKIM_NA              DATE_IN_PAST              MID_RHS_NOT_FQDN              HFILTER_HOSTNAME_UNKNOWN              TO_DOM_EQ_FROM_DOM ;0
             ARC_NA              R_SPF_DNSFAIL              FROM_HAS_DN              MIME_GOOD              TO_DN_NONE              RATWARE_MS_HASH              RCPT_COUNT_ONE              DMARC_DNSFAIL              RCVD_NO_TLS_LAST              FROM_EQ_ENVFROM              R_DKIM_NA              MIME_TRACE              RCVD_COUNT_TWO              DATE_IN_PAST              RECEIVED_SPAMHAUS_FAIL ;1
             ARC_NA              R_SPF_DNSFAIL              FORGED_MUA_OUTLOOK              FROM_HAS_DN              MIME_GOOD              PREVIOUSLY_DELIVERED              RCPT_COUNT_ONE              FORGED_OUTLOOK_TAGS              RCVD_COUNT_THREE              MIME_TRACE              TO_DN_ALL              DMARC_DNSFAIL              HAS_X_PRIO_THREE              RCVD_NO_TLS_LAST              FROM_EQ_ENVFROM              R_DKIM_NA              MISSING_MIMEOLE              DATE_IN_PAST              HFILTER_HOSTNAME_UNKNOWN              RECEIVED_SPAMHAUS_FAIL ;1
             ARC_NA              MV_CASE              MIME_GOOD              TO_DN_NONE              RCPT_COUNT_ONE              DMARC_DNSFAIL              FROM_NO_DN              RCVD_COUNT_ZERO              MIME_TRACE              R_DKIM_NA              DATE_IN_PAST              MID_RHS_NOT_FQDN              HFILTER_HOSTNAME_UNKNOWN              TO_DOM_EQ_FROM_DOM ;0
             ARC_NA              R_SPF_DNSFAIL              FROM_HAS_DN              MIME_MA_MISSING_HTML              MIME_GOOD              RCPT_COUNT_ONE              TO_DN_ALL              DMARC_DNSFAIL              MID_CONTAINS_FROM              RCVD_NO_TLS_LAST              FROM_EQ_ENVFROM              R_DKIM_NA              MIME_TRACE              RCVD_COUNT_TWO              HFILTER_HOSTNAME_UNKNOWN              DATE_IN_PAST ;1
             ARC_NA              HAS_XOIP              R_SPF_DNSFAIL              FROM_HAS_DN              MIME_MA_MISSING_TEXT              FREEMAIL_FROM              MIME_GOOD              FREEMAIL_REPLYTO              TO_DN_NONE              URI_COUNT_ODD              RCVD_COUNT_THREE              MIME_TRACE              DMARC_DNSFAIL              MID_CONTAINS_FROM              RCPT_COUNT_SEVEN              MIME_HTML_ONLY              REPTO_QUOTE_YAHOO              RCVD_NO_TLS_LAST              FROM_EQ_ENVFROM              R_DKIM_NA              FREEMAIL_ENVFROM              DATE_IN_PAST              HFILTER_HOSTNAME_UNKNOWN              SUSPICIOUS_RECIPS              RECEIVED_SPAMHAUS_FAIL ;1
             ARC_NA              R_SPF_DNSFAIL              FROM_HAS_DN              FREEMAIL_FROM              FREEMAIL_REPLYTO              RCPT_COUNT_ONE              MIME_TRACE              DMARC_DNSFAIL              MIME_HTML_ONLY              TO_DN_EQ_ADDR_ALL              RCVD_NO_TLS_LAST              FROM_EQ_ENVFROM              R_DKIM_NA              MID_RHS_NOT_FQDN              FREEMAIL_ENVFROM              HFILTER_HOSTNAME_UNKNOWN              DATE_IN_PAST              RCVD_COUNT_TWO ;1
             ARC_NA              MID_RHS_NOT_FQDN              MV_CASE              MIME_GOOD              TO_DN_NONE              RCPT_COUNT_ONE              DMARC_DNSFAIL              FROM_NO_DN              RCVD_COUNT_ZERO              MIME_TRACE              DATE_IN_PAST              R_DKIM_NA              HFILTER_HOSTNAME_UNKNOWN ;0
             ARC_NA              DATE_IN_PAST              R_SPF_DNSFAIL              FROM_HAS_DN              FREEMAIL_FROM              MV_CASE              MIME_GOOD              MIME_TRACE              TO_DN_NONE              RCPT_COUNT_ONE              MISSING_MID              DMARC_DNSFAIL              RCVD_NO_TLS_LAST              R_DKIM_NA              EMPTY_SUBJECT              FREEMAIL_ENVFROM              FROM_NEQ_ENVFROM              HFILTER_HOSTNAME_UNKNOWN              RCVD_COUNT_TWO ;1
             ARC_NA              R_SPF_DNSFAIL              FROM_HAS_DN              MIME_MA_MISSING_TEXT              FREEMAIL_FROM              MIME_GOOD              FREEMAIL_REPLYTO              HTML_SHORT_LINK_IMG_1              RCPT_COUNT_ONE              MANY_INVISIBLE_PARTS              MIME_TRACE              TO_DN_ALL              DMARC_DNSFAIL              MID_CONTAINS_FROM              MIME_HTML_ONLY              REPTO_QUOTE_YAHOO              RCVD_NO_TLS_LAST              FROM_EQ_ENVFROM              R_DKIM_NA              FREEMAIL_ENVFROM              RCVD_COUNT_TWO              HFILTER_HOSTNAME_UNKNOWN              DATE_IN_PAST ;1
             ARC_NA              DATE_IN_PAST              XM_UA_NO_VERSION              R_SPF_DNSFAIL              FROM_HAS_DN              MIME_GOOD              MIME_TRACE              TO_DN_NONE              RCPT_COUNT_ONE              MISSING_MID              DMARC_DNSFAIL              CTYPE_MIXED_BOGUS              RCVD_NO_TLS_LAST              FROM_EQ_ENVFROM              R_DKIM_NA              R_NO_SPACE_IN_FROM              RCVD_COUNT_TWO              HFILTER_HOSTNAME_UNKNOWN              R_PARTS_DIFFER ;1
